HoldPriorValue,TaxRollYr,TotalAssessedVal
12000,2006,12000
2900,2006,2900
2900,2006,2900
4300,2006,4300
5900,2006,5900
2500,2006,2500
80700,2006,80700
15300,2006,15300
9500,2006,9500
8900,2006,8900
6000,2006,6000
12600,2006,12600
7100,2006,7100
2200,2006,2200
1700,2006,1700
5200,2006,5200
11500,2006,11500
13000,2006,13000
14200,2006,14200
15100,2006,15100
2200,2006,2200
4200,2006,4200
4800,2006,4800
188618,2006,188618
1950,2006,1950
35200,2006,35200
77600,2006,77600
60000,2006,60000
25000,2006,25000
42500,2006,42500
55000,2006,55000
23000,2006,23000
30000,2006,30000
36200,2006,36200
47800,2006,47800
32300,2006,32300
6600,2006,6600
1200,2006,1200
1200,2006,1200
600,2006,600
40300,2006,40300
8400,2006,8400
3900,2006,3900
43400,2006,43400
11100,2006,11100
800,2006,800
141500,2006,141500
14800,2006,14800
1800,2006,1800
5000,2006,5000
5000,2006,5000
3900,2006,3900
6600,2006,6600
3300,2006,3300
3800,2006,3800
5200,2006,5200
7700,2006,7700
3000,2006,3000
2700,2006,2700
7200,2006,7200
84000,2006,84000
68000,2006,68000
77000,2006,77000
51200,2006,51200
41800,2006,41800
17800,2006,17800
44200,2006,44200
62500,2006,62500
12800,2006,12800
45000,2006,45000
66200,2006,66200
15900,2006,15900
103600,2006,103600
97500,2006,97500
65800,2006,65800
65300,2006,65300
800,2006,800
58000,2006,58000
72000,2006,72000
64800,2006,64800
65200,2006,65200
73000,2006,73000
80300,2006,80300
55100,2006,55100
56600,2006,56600
63000,2006,63000
50700,2006,50700
7200,2006,7200
90000,2006,90000
77300,2006,77300
74300,2006,74300
83800,2006,83800
79500,2006,79500
75000,2006,75000
72100,2006,72100
72700,2006,72700
72800,2006,72800
66300,2006,66300
68200,2006,68200
63100,2006,63100
84100,2006,84100
79300,2006,79300
77800,2006,77800
99600,2006,99600
70600,2006,70600
87600,2006,87600
78300,2006,78300
75000,2006,75000
56200,2006,56200
96500,2006,96500
79800,2006,79800
83700,2006,83700
70500,2006,70500
94000,2006,94000
60200,2006,60200
89000,2006,89000
76900,2006,76900
81400,2006,81400
85900,2006,85900
84500,2006,84500
21200,2006,21200
16000,2006,16000
77600,2006,77600
57900,2006,57900
64600,2006,64600
83700,2006,83700
98200,2006,98200
25000,2006,25000
84800,2006,84800
92200,2006,92200
95700,2006,95700
102500,2006,102500
82000,2006,82000
79000,2006,79000
31600,2006,31600
65400,2006,65400
597500,2006,597500
89050,2006,89050
64000,2006,64000
85800,2006,85800
68200,2006,68200
50500,2006,50500
35000,2006,35000
300000,2006,300000
65000,2006,65000
44200,2006,44200
17800,2006,17800
61000,2006,61000
72000,2006,72000
5000,2006,5000
82500,2006,82500
75000,2006,75000
81900,2006,81900
88100,2006,88100
78500,2006,78500
82300,2006,82300
81200,2006,81200
73700,2006,73700
80300,2006,80300
90700,2006,90700
81000,2006,81000
98900,2006,98900
91700,2006,91700
81200,2006,81200
90100,2006,90100
92400,2006,92400
76800,2006,76800
90300,2006,90300
106400,2006,106400
22600,2006,22600
60300,2006,60300
60800,2006,60800
60000,2006,60000
37900,2006,37900
51500,2006,51500
21400,2006,21400
68400,2006,68400
35000,2006,35000
68200,2006,68200
66200,2006,66200
106017,2006,106017
76500,2006,76500
77500,2006,77500
70600,2006,70600
69200,2006,69200
66600,2006,66600
71800,2006,71800
63000,2006,63000
61100,2006,61100
76100,2006,76100
70500,2006,70500
93800,2006,93800
129600,2006,129600
77000,2006,77000
73400,2006,73400
63000,2006,63000
66400,2006,66400
73500,2006,73500
66200,2006,66200
70400,2006,70400
73500,2006,73500
67600,2006,67600
75800,2006,75800
97900,2006,97900
70500,2006,70500
77000,2006,77000
68700,2006,68700
68600,2006,68600
84200,2006,84200
72100,2006,72100
69500,2006,69500
74700,2006,74700
66200,2006,66200
64900,2006,64900
73300,2006,73300
68000,2006,68000
69100,2006,69100
73400,2006,73400
69000,2006,69000
69000,2006,69000
75000,2006,75000
71400,2006,71400
74900,2006,74900
71300,2006,71300
69850,2006,69850
38000,2006,38000
76400,2006,76400
78600,2006,78600
81000,2006,81000
57400,2006,57400
72600,2006,72600
87200,2006,87200
87900,2006,87900
78200,2006,78200
79800,2006,79800
82200,2006,82200
99800,2006,99800
75300,2006,75300
98500,2006,98500
88400,2006,88400
85300,2006,85300
92000,2006,92000
75000,2006,75000
66700,2006,66700
71900,2006,71900
49800,2006,49800
70600,2006,70600
66800,2006,66800
73700,2006,73700
71600,2006,71600
39000,2006,39000
97100,2006,97100
80700,2006,80700
75000,2006,75000
8000,2006,8000
67500,2006,67500
76400,2006,76400
73900,2006,73900
70000,2006,70000
71200,2006,71200
72600,2006,72600
66000,2006,66000
61800,2006,61800
78900,2006,78900
71300,2006,71300
68900,2006,68900
68300,2006,68300
79200,2006,79200
77000,2006,77000
76100,2006,76100
90200,2006,90200
92900,2006,92900
86000,2006,86000
91000,2006,91000
81000,2006,81000
78500,2006,78500
60700,2006,60700
73500,2006,73500
99800,2006,99800
81300,2006,81300
85500,2006,85500
74400,2006,74400
86800,2006,86800
88300,2006,88300
75400,2006,75400
81600,2006,81600
86400,2006,86400
65900,2006,65900
85300,2006,85300
92500,2006,92500
84600,2006,84600
88000,2006,88000
102600,2006,102600
103700,2006,103700
73100,2006,73100
84600,2006,84600
84000,2006,84000
74500,2006,74500
90700,2006,90700
78100,2006,78100
76600,2006,76600
91250,2006,91250
75000,2006,75000
65800,2006,65800
76900,2006,76900
95000,2006,95000
88400,2006,88400
77500,2006,77500
88500,2006,88500
135100,2006,135100
78800,2006,78800
78900,2006,78900
75400,2006,75400
92700,2006,92700
80900,2006,80900
79900,2006,79900
87500,2006,87500
72100,2006,72100
80600,2006,80600
80100,2006,80100
67800,2006,67800
76900,2006,76900
76000,2006,76000
61200,2006,61200
80200,2006,80200
75000,2006,75000
84200,2006,84200
79900,2006,79900
75800,2006,75800
73700,2006,73700
73700,2006,73700
75000,2006,75000
84800,2006,84800
70000,2006,70000
79400,2006,79400
83400,2006,83400
74200,2006,74200
69400,2006,69400
71800,2006,71800
86900,2006,86900
76400,2006,76400
80600,2006,80600
87000,2006,87000
72700,2006,72700
69400,2006,69400
59900,2006,59900
100000,2006,100000
86300,2006,86300
90400,2006,90400
76800,2006,76800
69900,2006,69900
75500,2006,75500
72800,2006,72800
78000,2006,78000
84000,2006,84000
82800,2006,82800
67500,2006,67500
70900,2006,70900
87100,2006,87100
81300,2006,81300
87100,2006,87100
60000,2006,60000
69700,2006,69700
59900,2006,59900
98000,2006,98000
100000,2006,100000
88500,2006,88500
130000,2006,130000
138500,2006,138500
80500,2006,80500
46500,2006,46500
63700,2006,63700
64150,2006,64150
51800,2006,51800
63700,2006,63700
79000,2006,79000
72000,2006,72000
64800,2006,64800
61300,2006,61300
60800,2006,60800
38500,2006,38500
79300,2006,79300
53400,2006,53400
69000,2006,69000
78700,2006,78700
96000,2006,96000
101000,2006,101000
58100,2006,58100
71900,2006,71900
58700,2006,58700
61400,2006,61400
57200,2006,57200
56900,2006,56900
57900,2006,57900
80000,2006,80000
62600,2006,62600
71700,2006,71700
77400,2006,77400
87400,2006,87400
87400,2006,87400
40000,2006,40000
22000,2006,22000
115000,2006,115000
113500,2006,113500
62600,2006,62600
44400,2006,44400
64200,2006,64200
1000,2006,1000
63800,2006,63800
107200,2006,107200
81800,2006,81800
107600,2006,107600
95000,2006,95000
94300,2006,94300
81350,2006,81350
83100,2006,83100
74000,2006,74000
67000,2006,67000
98800,2006,98800
101050,2006,101050
102900,2006,102900
89500,2006,89500
96600,2006,96600
85500,2006,85500
81900,2006,81900
10400,2006,10400
15000,2006,15000
46500,2006,46500
44900,2006,44900
69600,2006,69600
42000,2006,42000
38700,2006,38700
33300,2006,33300
60000,2006,60000
68300,2006,68300
61800,2006,61800
68000,2006,68000
67000,2006,67000
77700,2006,77700
80850,2006,80850
84700,2006,84700
90400,2006,90400
102000,2006,102000
56600,2006,56600
56600,2006,56600
60300,2006,60300
71300,2006,71300
75600,2006,75600
75600,2006,75600
94500,2006,94500
73300,2006,73300
75600,2006,75600
75900,2006,75900
81200,2006,81200
69200,2006,69200
84200,2006,84200
74300,2006,74300
141000,2006,141000
71100,2006,71100
76200,2006,76200
70300,2006,70300
81800,2006,81800
90700,2006,90700
75200,2006,75200
82400,2006,82400
83300,2006,83300
72400,2006,72400
73700,2006,73700
74000,2006,74000
78300,2006,78300
84900,2006,84900
78700,2006,78700
70600,2006,70600
78500,2006,78500
70000,2006,70000
77000,2006,77000
74300,2006,74300
63500,2006,63500
70000,2006,70000
53400,2006,53400
83133,2006,83133
73700,2006,73700
44900,2006,44900
59300,2006,59300
68900,2006,68900
71600,2006,71600
60000,2006,60000
116000,2006,116000
67100,2006,67100
74900,2006,74900
75800,2006,75800
67600,2006,67600
84600,2006,84600
60600,2006,60600
77200,2006,77200
48600,2006,48600
66000,2006,66000
74000,2006,74000
101700,2006,101700
53600,2006,53600
70050,2006,70050
67600,2006,67600
72500,2006,72500
0,2006,0
68683,2006,68683
9398,2006,9398
167825,2006,167825
228924,2006,228924
12193,2006,12193
60580,2006,60580
7840,2006,7840
83900,2006,83900
52300,2006,52300
9600,2006,9600
10000,2006,10000
100,2006,100
22700,2006,22700
500,2006,500
55100,2006,55100
127600,2006,127600
100000,2006,100000
75000,2006,75000
88000,2006,88000
105000,2006,105000
73000,2006,73000
84900,2006,84900
49600,2006,49600
77000,2006,77000
10500,2006,10500
45000,2006,45000
88400,2006,88400
84500,2006,84500
83000,2006,83000
117000,2006,117000
86500,2006,86500
86900,2006,86900
138100,2006,138100
82000,2006,82000
96300,2006,96300
83500,2006,83500
54200,2006,54200
54200,2006,54200
55250,2006,55250
64000,2006,64000
65600,2006,65600
61300,2006,61300
58500,2006,58500
66000,2006,66000
66100,2006,66100
58100,2006,58100
76800,2006,76800
75000,2006,75000
53200,2006,53200
43000,2006,43000
95900,2006,95900
106800,2006,106800
87400,2006,87400
120900,2006,120900
142000,2006,142000
83800,2006,83800
91100,2006,91100
98700,2006,98700
6400,2006,6400
70400,2006,70400
68500,2006,68500
67200,2006,67200
71500,2006,71500
68500,2006,68500
64900,2006,64900
62300,2006,62300
85300,2006,85300
65800,2006,65800
79300,2006,79300
53000,2006,53000
69000,2006,69000
62000,2006,62000
69500,2006,69500
68300,2006,68300
75200,2006,75200
72700,2006,72700
75800,2006,75800
54700,2006,54700
65500,2006,65500
49000,2006,49000
73000,2006,73000
57900,2006,57900
55100,2006,55100
67900,2006,67900
90000,2006,90000
96100,2006,96100
84100,2006,84100
105500,2006,105500
90000,2006,90000
87100,2006,87100
96800,2006,96800
75500,2006,75500
99600,2006,99600
100000,2006,100000
105100,2006,105100
87000,2006,87000
98100,2006,98100
109200,2006,109200
119200,2006,119200
87500,2006,87500
88500,2006,88500
97300,2006,97300
101000,2006,101000
83900,2006,83900
67800,2006,67800
72300,2006,72300
70400,2006,70400
81000,2006,81000
69000,2006,69000
65000,2006,65000
94100,2006,94100
87600,2006,87600
74700,2006,74700
95200,2006,95200
81200,2006,81200
118800,2006,118800
88600,2006,88600
84100,2006,84100
78800,2006,78800
101500,2006,101500
47000,2006,47000
86365,2006,86365
56100,2006,56100
54000,2006,54000
54200,2006,54200
56300,2006,56300
85000,2006,85000
57700,2006,57700
63800,2006,63800
45500,2006,45500
38500,2006,38500
52800,2006,52800
87600,2006,87600
44100,2006,44100
90000,2006,90000
96200,2006,96200
116800,2006,116800
101800,2006,101800
80000,2006,80000
82500,2006,82500
88100,2006,88100
105300,2006,105300
103100,2006,103100
90950,2006,90950
123300,2006,123300
104000,2006,104000
90000,2006,90000
56900,2006,56900
55200,2006,55200
58200,2006,58200
49800,2006,49800
87000,2006,87000
82100,2006,82100
80000,2006,80000
83800,2006,83800
82500,2006,82500
92100,2006,92100
87300,2006,87300
123000,2006,123000
60500,2006,60500
63300,2006,63300
53100,2006,53100
58700,2006,58700
67600,2006,67600
57800,2006,57800
91000,2006,91000
56400,2006,56400
10000,2006,10000
47500,2006,47500
46200,2006,46200
51600,2006,51600
51500,2006,51500
48000,2006,48000
54400,2006,54400
47700,2006,47700
51200,2006,51200
63800,2006,63800
6500,2006,6500
30500,2006,30500
37200,2006,37200
29300,2006,29300
74100,2006,74100
50700,2006,50700
50900,2006,50900
45300,2006,45300
48100,2006,48100
51700,2006,51700
46800,2006,46800
51800,2006,51800
53700,2006,53700
55500,2006,55500
51200,2006,51200
57900,2006,57900
51200,2006,51200
89700,2006,89700
1800,2006,1800
62500,2006,62500
57800,2006,57800
29300,2006,29300
51600,2006,51600
38500,2006,38500
66400,2006,66400
50070,2006,50070
47000,2006,47000
82500,2006,82500
73300,2006,73300
35400,2006,35400
54300,2006,54300
59860,2006,59860
49900,2006,49900
51500,2006,51500
65300,2006,65300
62700,2006,62700
69500,2006,69500
52000,2006,52000
1300,2006,1300
50100,2006,50100
56000,2006,56000
47200,2006,47200
56800,2006,56800
54200,2006,54200
74450,2006,74450
57300,2006,57300
46600,2006,46600
70000,2006,70000
58800,2006,58800
51350,2006,51350
46700,2006,46700
58100,2006,58100
39500,2006,39500
41500,2006,41500
62000,2006,62000
148400,2006,148400
86900,2006,86900
45900,2006,45900
74500,2006,74500
34800,2006,34800
34500,2006,34500
100500,2006,100500
65500,2006,65500
61400,2006,61400
60000,2006,60000
55000,2006,55000
53500,2006,53500
46000,2006,46000
71900,2006,71900
60600,2006,60600
60100,2006,60100
175000,2006,175000
27700,2006,27700
182000,2006,182000
182000,2006,182000
123000,2006,123000
135000,2006,135000
87000,2006,87000
78300,2006,78300
13100,2006,13100
85800,2006,85800
117000,2006,117000
91700,2006,91700
93500,2006,93500
76100,2006,76100
109700,2006,109700
108000,2006,108000
127300,2006,127300
104000,2006,104000
137500,2006,137500
175000,2006,175000
100300,2006,100300
99500,2006,99500
88600,2006,88600
99200,2006,99200
123800,2006,123800
142800,2006,142800
144250,2006,144250
30500,2006,30500
33000,2006,33000
31500,2006,31500
38500,2006,38500
154600,2006,154600
132000,2006,132000
112500,2006,112500
99100,2006,99100
123900,2006,123900
105700,2006,105700
152500,2006,152500
137000,2006,137000
145300,2006,145300
143000,2006,143000
140000,2006,140000
100000,2006,100000
140700,2006,140700
106800,2006,106800
121500,2006,121500
66900,2006,66900
77900,2006,77900
78500,2006,78500
73400,2006,73400
76400,2006,76400
70000,2006,70000
71000,2006,71000
76100,2006,76100
81000,2006,81000
86600,2006,86600
73000,2006,73000
65400,2006,65400
65200,2006,65200
68000,2006,68000
75900,2006,75900
74100,2006,74100
71300,2006,71300
78200,2006,78200
67800,2006,67800
76000,2006,76000
75100,2006,75100
65000,2006,65000
70400,2006,70400
79200,2006,79200
62000,2006,62000
59600,2006,59600
76500,2006,76500
85000,2006,85000
44800,2006,44800
79700,2006,79700
13500,2006,13500
16200,2006,16200
45800,2006,45800
65000,2006,65000
56600,2006,56600
5700,2006,5700
46400,2006,46400
49800,2006,49800
42800,2006,42800
49700,2006,49700
54300,2006,54300
21000,2006,21000
36000,2006,36000
150000,2006,150000
104100,2006,104100
118500,2006,118500
21000,2006,21000
144300,2006,144300
21000,2006,21000
94000,2006,94000
103300,2006,103300
119300,2006,119300
77100,2006,77100
58200,2006,58200
68050,2006,68050
65300,2006,65300
61800,2006,61800
61200,2006,61200
59600,2006,59600
57500,2006,57500
62300,2006,62300
62800,2006,62800
58000,2006,58000
55600,2006,55600
90900,2006,90900
65600,2006,65600
55000,2006,55000
82000,2006,82000
64400,2006,64400
68100,2006,68100
58200,2006,58200
90100,2006,90100
48400,2006,48400
102900,2006,102900
56000,2006,56000
55500,2006,55500
72500,2006,72500
81500,2006,81500
84000,2006,84000
147500,2006,147500
147900,2006,147900
99000,2006,99000
97900,2006,97900
151200,2006,151200
150800,2006,150800
119600,2006,119600
113000,2006,113000
103775,2006,103775
102500,2006,102500
139900,2006,139900
108800,2006,108800
84600,2006,84600
109400,2006,109400
117000,2006,117000
87070,2006,87070
117200,2006,117200
82000,2006,82000
72700,2006,72700
76000,2006,76000
605000,2006,605000
211200,2006,211200
117700,2006,117700
116400,2006,116400
86700,2006,86700
105000,2006,105000
75900,2006,75900
72400,2006,72400
84500,2006,84500
94100,2006,94100
91000,2006,91000
99400,2006,99400
92500,2006,92500
72300,2006,72300
69400,2006,69400
69600,2006,69600
39500,2006,39500
57800,2006,57800
105000,2006,105000
65400,2006,65400
92800,2006,92800
82600,2006,82600
79500,2006,79500
107000,2006,107000
112400,2006,112400
106400,2006,106400
85800,2006,85800
86000,2006,86000
71300,2006,71300
89200,2006,89200
78500,2006,78500
71000,2006,71000
86400,2006,86400
75800,2006,75800
77300,2006,77300
64800,2006,64800
63000,2006,63000
50600,2006,50600
60700,2006,60700
88600,2006,88600
74900,2006,74900
69500,2006,69500
82600,2006,82600
114800,2006,114800
117000,2006,117000
100000,2006,100000
68000,2006,68000
53500,2006,53500
100300,2006,100300
96800,2006,96800
80200,2006,80200
86800,2006,86800
74900,2006,74900
64900,2006,64900
75400,2006,75400
70100,2006,70100
77900,2006,77900
13300,2006,13300
72000,2006,72000
97600,2006,97600
94100,2006,94100
90200,2006,90200
72400,2006,72400
65800,2006,65800
75800,2006,75800
56500,2006,56500
56800,2006,56800
49700,2006,49700
56900,2006,56900
82000,2006,82000
66000,2006,66000
95300,2006,95300
136200,2006,136200
60600,2006,60600
61500,2006,61500
57500,2006,57500
48300,2006,48300
48700,2006,48700
103000,2006,103000
63600,2006,63600
91800,2006,91800
74300,2006,74300
102300,2006,102300
84000,2006,84000
62400,2006,62400
66300,2006,66300
70100,2006,70100
81350,2006,81350
85000,2006,85000
66400,2006,66400
70700,2006,70700
76200,2006,76200
78100,2006,78100
65300,2006,65300
82500,2006,82500
76100,2006,76100
68000,2006,68000
90000,2006,90000
81800,2006,81800
60200,2006,60200
62800,2006,62800
71900,2006,71900
61700,2006,61700
59000,2006,59000
79100,2006,79100
72000,2006,72000
59700,2006,59700
84900,2006,84900
71500,2006,71500
72500,2006,72500
66300,2006,66300
75400,2006,75400
71000,2006,71000
70600,2006,70600
70900,2006,70900
61300,2006,61300
67550,2006,67550
69545,2006,69545
69700,2006,69700
106000,2006,106000
85900,2006,85900
65500,2006,65500
59600,2006,59600
52900,2006,52900
54800,2006,54800
54200,2006,54200
54800,2006,54800
161800,2006,161800
50900,2006,50900
90500,2006,90500
107400,2006,107400
106600,2006,106600
85900,2006,85900
73000,2006,73000
27600,2006,27600
1662500,2006,1662500
69800,2006,69800
51900,2006,51900
81100,2006,81100
92000,2006,92000
167230,2006,167230
51700,2006,51700
53700,2006,53700
51900,2006,51900
52800,2006,52800
72000,2006,72000
29600,2006,29600
61000,2006,61000
41000,2006,41000
49000,2006,49000
63000,2006,63000
72000,2006,72000
96100,2006,96100
63800,2006,63800
80500,2006,80500
99000,2006,99000
84800,2006,84800
79600,2006,79600
83200,2006,83200
64700,2006,64700
54400,2006,54400
51300,2006,51300
62200,2006,62200
73100,2006,73100
52700,2006,52700
55600,2006,55600
56900,2006,56900
60500,2006,60500
54900,2006,54900
53500,2006,53500
59650,2006,59650
60000,2006,60000
52500,2006,52500
95500,2006,95500
60700,2006,60700
52400,2006,52400
58700,2006,58700
52500,2006,52500
50100,2006,50100
63200,2006,63200
45400,2006,45400
89500,2006,89500
94900,2006,94900
86400,2006,86400
91500,2006,91500
73100,2006,73100
55800,2006,55800
51500,2006,51500
52200,2006,52200
54000,2006,54000
60100,2006,60100
